id,data_referencia,indicador,valor,unidade,variacao_mes,fonte
1153,2019-06-05,SELIC,6.5,% a.a.,0.0,BCB
1154,2019-06-06,SELIC,6.5,% a.a.,0.0,BCB
1155,2019-06-07,SELIC,6.5,% a.a.,0.0,BCB
1156,2019-06-08,SELIC,6.5,% a.a.,0.0,BCB
1157,2019-06-09,SELIC,6.5,% a.a.,0.0,BCB
1158,2019-06-10,SELIC,6.5,% a.a.,0.0,BCB
1159,2019-06-11,SELIC,6.5,% a.a.,0.0,BCB
1160,2019-06-12,SELIC,6.5,% a.a.,0.0,BCB
1161,2019-06-13,SELIC,6.5,% a.a.,0.0,BCB
1162,2019-06-14,SELIC,6.5,% a.a.,0.0,BCB
1163,2019-06-15,SELIC,6.5,% a.a.,0.0,BCB
1164,2019-06-16,SELIC,6.5,% a.a.,0.0,BCB
1165,2019-06-17,SELIC,6.5,% a.a.,0.0,BCB
1166,2019-06-18,SELIC,6.5,% a.a.,0.0,BCB
1167,2019-06-19,SELIC,6.5,% a.a.,0.0,BCB
1168,2019-06-20,SELIC,6.5,% a.a.,0.0,BCB
1169,2019-06-21,SELIC,6.5,% a.a.,0.0,BCB
1170,2019-06-22,SELIC,6.5,% a.a.,0.0,BCB
1171,2019-06-23,SELIC,6.5,% a.a.,0.0,BCB
1172,2019-06-24,SELIC,6.5,% a.a.,0.0,BCB
1173,2019-06-25,SELIC,6.5,% a.a.,0.0,BCB
1174,2019-06-26,SELIC,6.5,% a.a.,0.0,BCB
1175,2019-06-27,SELIC,6.5,% a.a.,0.0,BCB
1176,2019-06-28,SELIC,6.5,% a.a.,0.0,BCB
1177,2019-06-29,SELIC,6.5,% a.a.,0.0,BCB
1178,2019-06-30,SELIC,6.5,% a.a.,0.0,BCB
1179,2019-07-01,SELIC,6.5,% a.a.,0.0,BCB
1180,2019-07-02,SELIC,6.5,% a.a.,0.0,BCB
1181,2019-07-03,SELIC,6.5,% a.a.,0.0,BCB
1182,2019-07-04,SELIC,6.5,% a.a.,0.0,BCB
1183,2019-07-05,SELIC,6.5,% a.a.,0.0,BCB
1184,2019-07-06,SELIC,6.5,% a.a.,0.0,BCB
1185,2019-07-07,SELIC,6.5,% a.a.,0.0,BCB
1186,2019-07-08,SELIC,6.5,% a.a.,0.0,BCB
1187,2019-07-09,SELIC,6.5,% a.a.,0.0,BCB
1188,2019-07-10,SELIC,6.5,% a.a.,0.0,BCB
1189,2019-07-11,SELIC,6.5,% a.a.,0.0,BCB
1190,2019-07-12,SELIC,6.5,% a.a.,0.0,BCB
1191,2019-07-13,SELIC,6.5,% a.a.,0.0,BCB
1192,2019-07-14,SELIC,6.5,% a.a.,0.0,BCB
1193,2019-07-15,SELIC,6.5,% a.a.,0.0,BCB
1194,2019-07-16,SELIC,6.5,% a.a.,0.0,BCB
1195,2019-07-17,SELIC,6.5,% a.a.,0.0,BCB
1196,2019-07-18,SELIC,6.5,% a.a.,0.0,BCB
1197,2019-07-19,SELIC,6.5,% a.a.,0.0,BCB
1198,2019-07-20,SELIC,6.5,% a.a.,0.0,BCB
1199,2019-07-21,SELIC,6.5,% a.a.,0.0,BCB
1200,2019-07-22,SELIC,6.5,% a.a.,0.0,BCB
1201,2019-07-23,SELIC,6.5,% a.a.,0.0,BCB
1202,2019-07-24,SELIC,6.5,% a.a.,0.0,BCB
1203,2019-07-25,SELIC,6.5,% a.a.,0.0,BCB
1204,2019-07-26,SELIC,6.5,% a.a.,0.0,BCB
1205,2019-07-27,SELIC,6.5,% a.a.,0.0,BCB
1206,2019-07-28,SELIC,6.5,% a.a.,0.0,BCB
1207,2019-07-29,SELIC,6.5,% a.a.,0.0,BCB
1208,2019-07-30,SELIC,6.5,% a.a.,0.0,BCB
1209,2019-07-31,SELIC,6.5,% a.a.,0.0,BCB
1210,2019-08-01,SELIC,6.0,% a.a.,-7.692307692,BCB
1211,2019-08-02,SELIC,6.0,% a.a.,0.0,BCB
1212,2019-08-03,SELIC,6.0,% a.a.,0.0,BCB
1213,2019-08-04,SELIC,6.0,% a.a.,0.0,BCB
1214,2019-08-05,SELIC,6.0,% a.a.,0.0,BCB
1215,2019-08-06,SELIC,6.0,% a.a.,0.0,BCB
1216,2019-08-07,SELIC,6.0,% a.a.,0.0,BCB
1217,2019-08-08,SELIC,6.0,% a.a.,0.0,BCB
1218,2019-08-09,SELIC,6.0,% a.a.,0.0,BCB
1219,2019-08-10,SELIC,6.0,% a.a.,0.0,BCB
1220,2019-08-11,SELIC,6.0,% a.a.,0.0,BCB
1221,2019-08-12,SELIC,6.0,% a.a.,0.0,BCB
1222,2019-08-13,SELIC,6.0,% a.a.,0.0,BCB
1223,2019-08-14,SELIC,6.0,% a.a.,0.0,BCB
1224,2019-08-15,SELIC,6.0,% a.a.,0.0,BCB
1225,2019-08-16,SELIC,6.0,% a.a.,0.0,BCB
1226,2019-08-17,SELIC,6.0,% a.a.,0.0,BCB
1227,2019-08-18,SELIC,6.0,% a.a.,0.0,BCB
1228,2019-08-19,SELIC,6.0,% a.a.,0.0,BCB
1229,2019-08-20,SELIC,6.0,% a.a.,0.0,BCB
1230,2019-08-21,SELIC,6.0,% a.a.,0.0,BCB
1231,2019-08-22,SELIC,6.0,% a.a.,0.0,BCB
1232,2019-08-23,SELIC,6.0,% a.a.,0.0,BCB
1233,2019-08-24,SELIC,6.0,% a.a.,0.0,BCB
1234,2019-08-25,SELIC,6.0,% a.a.,0.0,BCB
1235,2019-08-26,SELIC,6.0,% a.a.,0.0,BCB
1236,2019-08-27,SELIC,6.0,% a.a.,0.0,BCB
1237,2019-08-28,SELIC,6.0,% a.a.,0.0,BCB
1238,2019-08-29,SELIC,6.0,% a.a.,0.0,BCB
1239,2019-08-30,SELIC,6.0,% a.a.,0.0,BCB
1240,2019-08-31,SELIC,6.0,% a.a.,0.0,BCB
1241,2019-09-01,SELIC,6.0,% a.a.,0.0,BCB
1242,2019-09-02,SELIC,6.0,% a.a.,0.0,BCB
1243,2019-09-03,SELIC,6.0,% a.a.,0.0,BCB
1244,2019-09-04,SELIC,6.0,% a.a.,0.0,BCB
1245,2019-09-05,SELIC,6.0,% a.a.,0.0,BCB
1246,2019-09-06,SELIC,6.0,% a.a.,0.0,BCB
1247,2019-09-07,SELIC,6.0,% a.a.,0.0,BCB
1248,2019-09-08,SELIC,6.0,% a.a.,0.0,BCB
1249,2019-09-09,SELIC,6.0,% a.a.,0.0,BCB
1250,2019-09-10,SELIC,6.0,% a.a.,0.0,BCB
1251,2019-09-11,SELIC,6.0,% a.a.,0.0,BCB
1252,2019-09-12,SELIC,6.0,% a.a.,0.0,BCB
1253,2019-09-13,SELIC,6.0,% a.a.,0.0,BCB
1254,2019-09-14,SELIC,6.0,% a.a.,0.0,BCB
1255,2019-09-15,SELIC,6.0,% a.a.,0.0,BCB
1256,2019-09-16,SELIC,6.0,% a.a.,0.0,BCB
1257,2019-09-17,SELIC,6.0,% a.a.,0.0,BCB
1258,2019-09-18,SELIC,6.0,% a.a.,0.0,BCB
1259,2019-09-19,SELIC,5.5,% a.a.,-8.333333333,BCB
1260,2019-09-20,SELIC,5.5,% a.a.,0.0,BCB
1261,2019-09-21,SELIC,5.5,% a.a.,0.0,BCB
1262,2019-09-22,SELIC,5.5,% a.a.,0.0,BCB
1263,2019-09-23,SELIC,5.5,% a.a.,0.0,BCB
1264,2019-09-24,SELIC,5.5,% a.a.,0.0,BCB
1265,2019-09-25,SELIC,5.5,% a.a.,0.0,BCB
1266,2019-09-26,SELIC,5.5,% a.a.,0.0,BCB
1267,2019-09-27,SELIC,5.5,% a.a.,0.0,BCB
1268,2019-09-28,SELIC,5.5,% a.a.,0.0,BCB
1269,2019-09-29,SELIC,5.5,% a.a.,0.0,BCB
1270,2019-09-30,SELIC,5.5,% a.a.,0.0,BCB
1271,2019-10-01,SELIC,5.5,% a.a.,0.0,BCB
1272,2019-10-02,SELIC,5.5,% a.a.,0.0,BCB
1273,2019-10-03,SELIC,5.5,% a.a.,0.0,BCB
1274,2019-10-04,SELIC,5.5,% a.a.,0.0,BCB
1275,2019-10-05,SELIC,5.5,% a.a.,0.0,BCB
1276,2019-10-06,SELIC,5.5,% a.a.,0.0,BCB
1277,2019-10-07,SELIC,5.5,% a.a.,0.0,BCB
1278,2019-10-08,SELIC,5.5,% a.a.,0.0,BCB
1279,2019-10-09,SELIC,5.5,% a.a.,0.0,BCB
1280,2019-10-10,SELIC,5.5,% a.a.,0.0,BCB
1281,2019-10-11,SELIC,5.5,% a.a.,0.0,BCB
1282,2019-10-12,SELIC,5.5,% a.a.,0.0,BCB
1283,2019-10-13,SELIC,5.5,% a.a.,0.0,BCB
1284,2019-10-14,SELIC,5.5,% a.a.,0.0,BCB
1285,2019-10-15,SELIC,5.5,% a.a.,0.0,BCB
1286,2019-10-16,SELIC,5.5,% a.a.,0.0,BCB
1287,2019-10-17,SELIC,5.5,% a.a.,0.0,BCB
1288,2019-10-18,SELIC,5.5,% a.a.,0.0,BCB
1289,2019-10-19,SELIC,5.5,% a.a.,0.0,BCB
1290,2019-10-20,SELIC,5.5,% a.a.,0.0,BCB
1291,2019-10-21,SELIC,5.5,% a.a.,0.0,BCB
1292,2019-10-22,SELIC,5.5,% a.a.,0.0,BCB
1293,2019-10-23,SELIC,5.5,% a.a.,0.0,BCB
1294,2019-10-24,SELIC,5.5,% a.a.,0.0,BCB
1295,2019-10-25,SELIC,5.5,% a.a.,0.0,BCB
1296,2019-10-26,SELIC,5.5,% a.a.,0.0,BCB
1297,2019-10-27,SELIC,5.5,% a.a.,0.0,BCB
1298,2019-10-28,SELIC,5.5,% a.a.,0.0,BCB
1299,2019-10-29,SELIC,5.5,% a.a.,0.0,BCB
1300,2019-10-30,SELIC,5.5,% a.a.,0.0,BCB
1301,2019-10-31,SELIC,5.0,% a.a.,-9.090909091,BCB
1302,2019-11-01,SELIC,5.0,% a.a.,0.0,BCB
1303,2019-11-02,SELIC,5.0,% a.a.,0.0,BCB
1304,2019-11-03,SELIC,5.0,% a.a.,0.0,BCB
1305,2019-11-04,SELIC,5.0,% a.a.,0.0,BCB
1306,2019-11-05,SELIC,5.0,% a.a.,0.0,BCB
1307,2019-11-06,SELIC,5.0,% a.a.,0.0,BCB
1308,2019-11-07,SELIC,5.0,% a.a.,0.0,BCB
1309,2019-11-08,SELIC,5.0,% a.a.,0.0,BCB
1310,2019-11-09,SELIC,5.0,% a.a.,0.0,BCB
1311,2019-11-10,SELIC,5.0,% a.a.,0.0,BCB
1312,2019-11-11,SELIC,5.0,% a.a.,0.0,BCB
1313,2019-11-12,SELIC,5.0,% a.a.,0.0,BCB
1314,2019-11-13,SELIC,5.0,% a.a.,0.0,BCB
1315,2019-11-14,SELIC,5.0,% a.a.,0.0,BCB
1316,2019-11-15,SELIC,5.0,% a.a.,0.0,BCB
1317,2019-11-16,SELIC,5.0,% a.a.,0.0,BCB
1318,2019-11-17,SELIC,5.0,% a.a.,0.0,BCB
1319,2019-11-18,SELIC,5.0,% a.a.,0.0,BCB
1320,2019-11-19,SELIC,5.0,% a.a.,0.0,BCB
1321,2019-11-20,SELIC,5.0,% a.a.,0.0,BCB
1322,2019-11-21,SELIC,5.0,% a.a.,0.0,BCB
1323,2019-11-22,SELIC,5.0,% a.a.,0.0,BCB
1324,2019-11-23,SELIC,5.0,% a.a.,0.0,BCB
1325,2019-11-24,SELIC,5.0,% a.a.,0.0,BCB
1326,2019-11-25,SELIC,5.0,% a.a.,0.0,BCB
1327,2019-11-26,SELIC,5.0,% a.a.,0.0,BCB
1328,2019-11-27,SELIC,5.0,% a.a.,0.0,BCB
1329,2019-11-28,SELIC,5.0,% a.a.,0.0,BCB
1330,2019-11-29,SELIC,5.0,% a.a.,0.0,BCB
1331,2019-11-30,SELIC,5.0,% a.a.,0.0,BCB
1332,2019-12-01,SELIC,5.0,% a.a.,0.0,BCB
1333,2019-12-02,SELIC,5.0,% a.a.,0.0,BCB
1334,2019-12-03,SELIC,5.0,% a.a.,0.0,BCB
1335,2019-12-04,SELIC,5.0,% a.a.,0.0,BCB
1336,2019-12-05,SELIC,5.0,% a.a.,0.0,BCB
1337,2019-12-06,SELIC,5.0,% a.a.,0.0,BCB
1338,2019-12-07,SELIC,5.0,% a.a.,0.0,BCB
1339,2019-12-08,SELIC,5.0,% a.a.,0.0,BCB
1340,2019-12-09,SELIC,5.0,% a.a.,0.0,BCB
1341,2019-12-10,SELIC,5.0,% a.a.,0.0,BCB
1342,2019-12-11,SELIC,5.0,% a.a.,0.0,BCB
1343,2019-12-12,SELIC,4.5,% a.a.,-10.0,BCB
1344,2019-12-13,SELIC,4.5,% a.a.,0.0,BCB
1345,2019-12-14,SELIC,4.5,% a.a.,0.0,BCB
1346,2019-12-15,SELIC,4.5,% a.a.,0.0,BCB
1347,2019-12-16,SELIC,4.5,% a.a.,0.0,BCB
1348,2019-12-17,SELIC,4.5,% a.a.,0.0,BCB
1349,2019-12-18,SELIC,4.5,% a.a.,0.0,BCB
1350,2019-12-19,SELIC,4.5,% a.a.,0.0,BCB
1351,2019-12-20,SELIC,4.5,% a.a.,0.0,BCB
1352,2019-12-21,SELIC,4.5,% a.a.,0.0,BCB
1353,2019-12-22,SELIC,4.5,% a.a.,0.0,BCB
1354,2019-12-23,SELIC,4.5,% a.a.,0.0,BCB
1355,2019-12-24,SELIC,4.5,% a.a.,0.0,BCB
1356,2019-12-25,SELIC,4.5,% a.a.,0.0,BCB
1357,2019-12-26,SELIC,4.5,% a.a.,0.0,BCB
1358,2019-12-27,SELIC,4.5,% a.a.,0.0,BCB
1359,2019-12-28,SELIC,4.5,% a.a.,0.0,BCB
1360,2019-12-29,SELIC,4.5,% a.a.,0.0,BCB
1361,2019-12-30,SELIC,4.5,% a.a.,0.0,BCB
1362,2019-12-31,SELIC,4.5,% a.a.,0.0,BCB
1363,2020-01-01,SELIC,4.5,% a.a.,0.0,BCB
1364,2020-01-02,SELIC,4.5,% a.a.,0.0,BCB
1365,2020-01-03,SELIC,4.5,% a.a.,0.0,BCB
1366,2020-01-04,SELIC,4.5,% a.a.,0.0,BCB
1367,2020-01-05,SELIC,4.5,% a.a.,0.0,BCB
1368,2020-01-06,SELIC,4.5,% a.a.,0.0,BCB
1369,2020-01-07,SELIC,4.5,% a.a.,0.0,BCB
1370,2020-01-08,SELIC,4.5,% a.a.,0.0,BCB
1371,2020-01-09,SELIC,4.5,% a.a.,0.0,BCB
1372,2020-01-10,SELIC,4.5,% a.a.,0.0,BCB
1373,2020-01-11,SELIC,4.5,% a.a.,0.0,BCB
1374,2020-01-12,SELIC,4.5,% a.a.,0.0,BCB
1375,2020-01-13,SELIC,4.5,% a.a.,0.0,BCB
1376,2020-01-14,SELIC,4.5,% a.a.,0.0,BCB
1377,2020-01-15,SELIC,4.5,% a.a.,0.0,BCB
1378,2020-01-16,SELIC,4.5,% a.a.,0.0,BCB
1379,2020-01-17,SELIC,4.5,% a.a.,0.0,BCB
1380,2020-01-18,SELIC,4.5,% a.a.,0.0,BCB
1381,2020-01-19,SELIC,4.5,% a.a.,0.0,BCB
1382,2020-01-20,SELIC,4.5,% a.a.,0.0,BCB
1383,2020-01-21,SELIC,4.5,% a.a.,0.0,BCB
1384,2020-01-22,SELIC,4.5,% a.a.,0.0,BCB
1385,2020-01-23,SELIC,4.5,% a.a.,0.0,BCB
1386,2020-01-24,SELIC,4.5,% a.a.,0.0,BCB
1387,2020-01-25,SELIC,4.5,% a.a.,0.0,BCB
1388,2020-01-26,SELIC,4.5,% a.a.,0.0,BCB
1389,2020-01-27,SELIC,4.5,% a.a.,0.0,BCB
1390,2020-01-28,SELIC,4.5,% a.a.,0.0,BCB
1391,2020-01-29,SELIC,4.5,% a.a.,0.0,BCB
1392,2020-01-30,SELIC,4.5,% a.a.,0.0,BCB
1393,2020-01-31,SELIC,4.5,% a.a.,0.0,BCB
1394,2020-02-01,SELIC,4.5,% a.a.,0.0,BCB
1395,2020-02-02,SELIC,4.5,% a.a.,0.0,BCB
1396,2020-02-03,SELIC,4.5,% a.a.,0.0,BCB
1397,2020-02-04,SELIC,4.5,% a.a.,0.0,BCB
1398,2020-02-05,SELIC,4.5,% a.a.,0.0,BCB
1399,2020-02-06,SELIC,4.25,% a.a.,-5.555555556,BCB
1400,2020-02-07,SELIC,4.25,% a.a.,0.0,BCB
1401,2020-02-08,SELIC,4.25,% a.a.,0.0,BCB
1402,2020-02-09,SELIC,4.25,% a.a.,0.0,BCB
1403,2020-02-10,SELIC,4.25,% a.a.,0.0,BCB
1404,2020-02-11,SELIC,4.25,% a.a.,0.0,BCB
1405,2020-02-12,SELIC,4.25,% a.a.,0.0,BCB
1406,2020-02-13,SELIC,4.25,% a.a.,0.0,BCB
1407,2020-02-14,SELIC,4.25,% a.a.,0.0,BCB
1408,2020-02-15,SELIC,4.25,% a.a.,0.0,BCB
1409,2020-02-16,SELIC,4.25,% a.a.,0.0,BCB
1410,2020-02-17,SELIC,4.25,% a.a.,0.0,BCB
1411,2020-02-18,SELIC,4.25,% a.a.,0.0,BCB
1412,2020-02-19,SELIC,4.25,% a.a.,0.0,BCB
1413,2020-02-20,SELIC,4.25,% a.a.,0.0,BCB
1414,2020-02-21,SELIC,4.25,% a.a.,0.0,BCB
1415,2020-02-22,SELIC,4.25,% a.a.,0.0,BCB
1416,2020-02-23,SELIC,4.25,% a.a.,0.0,BCB
1417,2020-02-24,SELIC,4.25,% a.a.,0.0,BCB
1418,2020-02-25,SELIC,4.25,% a.a.,0.0,BCB
1419,2020-02-26,SELIC,4.25,% a.a.,0.0,BCB
1420,2020-02-27,SELIC,4.25,% a.a.,0.0,BCB
1421,2020-02-28,SELIC,4.25,% a.a.,0.0,BCB
1422,2020-02-29,SELIC,4.25,% a.a.,0.0,BCB
1423,2020-03-01,SELIC,4.25,% a.a.,0.0,BCB
1424,2020-03-02,SELIC,4.25,% a.a.,0.0,BCB
1425,2020-03-03,SELIC,4.25,% a.a.,0.0,BCB
1426,2020-03-04,SELIC,4.25,% a.a.,0.0,BCB
1427,2020-03-05,SELIC,4.25,% a.a.,0.0,BCB
1428,2020-03-06,SELIC,4.25,% a.a.,0.0,BCB
1429,2020-03-07,SELIC,4.25,% a.a.,0.0,BCB
1430,2020-03-08,SELIC,4.25,% a.a.,0.0,BCB
1431,2020-03-09,SELIC,4.25,% a.a.,0.0,BCB
1432,2020-03-10,SELIC,4.25,% a.a.,0.0,BCB
1433,2020-03-11,SELIC,4.25,% a.a.,0.0,BCB
1434,2020-03-12,SELIC,4.25,% a.a.,0.0,BCB
1435,2020-03-13,SELIC,4.25,% a.a.,0.0,BCB
1436,2020-03-14,SELIC,4.25,% a.a.,0.0,BCB
1437,2020-03-15,SELIC,4.25,% a.a.,0.0,BCB
1438,2020-03-16,SELIC,4.25,% a.a.,0.0,BCB
1439,2020-03-17,SELIC,4.25,% a.a.,0.0,BCB
1440,2020-03-18,SELIC,4.25,% a.a.,0.0,BCB
1441,2020-03-19,SELIC,3.75,% a.a.,-11.76470588,BCB
1442,2020-03-20,SELIC,3.75,% a.a.,0.0,BCB
1443,2020-03-21,SELIC,3.75,% a.a.,0.0,BCB
1444,2020-03-22,SELIC,3.75,% a.a.,0.0,BCB
1445,2020-03-23,SELIC,3.75,% a.a.,0.0,BCB
1446,2020-03-24,SELIC,3.75,% a.a.,0.0,BCB
1447,2020-03-25,SELIC,3.75,% a.a.,0.0,BCB
1448,2020-03-26,SELIC,3.75,% a.a.,0.0,BCB
1449,2020-03-27,SELIC,3.75,% a.a.,0.0,BCB
1450,2020-03-28,SELIC,3.75,% a.a.,0.0,BCB
1451,2020-03-29,SELIC,3.75,% a.a.,0.0,BCB
1452,2020-03-30,SELIC,3.75,% a.a.,0.0,BCB
1453,2020-03-31,SELIC,3.75,% a.a.,0.0,BCB
1454,2020-04-01,SELIC,3.75,% a.a.,0.0,BCB
1455,2020-04-02,SELIC,3.75,% a.a.,0.0,BCB
1456,2020-04-03,SELIC,3.75,% a.a.,0.0,BCB
1457,2020-04-04,SELIC,3.75,% a.a.,0.0,BCB
1458,2020-04-05,SELIC,3.75,% a.a.,0.0,BCB
1459,2020-04-06,SELIC,3.75,% a.a.,0.0,BCB
1460,2020-04-07,SELIC,3.75,% a.a.,0.0,BCB
1461,2020-04-08,SELIC,3.75,% a.a.,0.0,BCB
1462,2020-04-09,SELIC,3.75,% a.a.,0.0,BCB
1463,2020-04-10,SELIC,3.75,% a.a.,0.0,BCB
1464,2020-04-11,SELIC,3.75,% a.a.,0.0,BCB
1465,2020-04-12,SELIC,3.75,% a.a.,0.0,BCB
1466,2020-04-13,SELIC,3.75,% a.a.,0.0,BCB
1467,2020-04-14,SELIC,3.75,% a.a.,0.0,BCB
1468,2020-04-15,SELIC,3.75,% a.a.,0.0,BCB
1469,2020-04-16,SELIC,3.75,% a.a.,0.0,BCB
1470,2020-04-17,SELIC,3.75,% a.a.,0.0,BCB
1471,2020-04-18,SELIC,3.75,% a.a.,0.0,BCB
1472,2020-04-19,SELIC,3.75,% a.a.,0.0,BCB
1473,2020-04-20,SELIC,3.75,% a.a.,0.0,BCB
1474,2020-04-21,SELIC,3.75,% a.a.,0.0,BCB
1475,2020-04-22,SELIC,3.75,% a.a.,0.0,BCB
1476,2020-04-23,SELIC,3.75,% a.a.,0.0,BCB
1477,2020-04-24,SELIC,3.75,% a.a.,0.0,BCB
1478,2020-04-25,SELIC,3.75,% a.a.,0.0,BCB
1479,2020-04-26,SELIC,3.75,% a.a.,0.0,BCB
1480,2020-04-27,SELIC,3.75,% a.a.,0.0,BCB
1481,2020-04-28,SELIC,3.75,% a.a.,0.0,BCB
1482,2020-04-29,SELIC,3.75,% a.a.,0.0,BCB
1483,2020-04-30,SELIC,3.75,% a.a.,0.0,BCB
1484,2020-05-01,SELIC,3.75,% a.a.,0.0,BCB
1485,2020-05-02,SELIC,3.75,% a.a.,0.0,BCB
1486,2020-05-03,SELIC,3.75,% a.a.,0.0,BCB
1487,2020-05-04,SELIC,3.75,% a.a.,0.0,BCB
1488,2020-05-05,SELIC,3.75,% a.a.,0.0,BCB
1489,2020-05-06,SELIC,3.75,% a.a.,0.0,BCB
1490,2020-05-07,SELIC,3.0,% a.a.,-20.0,BCB
1491,2020-05-08,SELIC,3.0,% a.a.,0.0,BCB
1492,2020-05-09,SELIC,3.0,% a.a.,0.0,BCB
1493,2020-05-10,SELIC,3.0,% a.a.,0.0,BCB
1494,2020-05-11,SELIC,3.0,% a.a.,0.0,BCB
1495,2020-05-12,SELIC,3.0,% a.a.,0.0,BCB
1496,2020-05-13,SELIC,3.0,% a.a.,0.0,BCB
1497,2020-05-14,SELIC,3.0,% a.a.,0.0,BCB
1498,2020-05-15,SELIC,3.0,% a.a.,0.0,BCB
1499,2020-05-16,SELIC,3.0,% a.a.,0.0,BCB
1500,2020-05-17,SELIC,3.0,% a.a.,0.0,BCB
1501,2020-05-18,SELIC,3.0,% a.a.,0.0,BCB
1502,2020-05-19,SELIC,3.0,% a.a.,0.0,BCB
1503,2020-05-20,SELIC,3.0,% a.a.,0.0,BCB
1504,2020-05-21,SELIC,3.0,% a.a.,0.0,BCB
1505,2020-05-22,SELIC,3.0,% a.a.,0.0,BCB
1506,2020-05-23,SELIC,3.0,% a.a.,0.0,BCB
1507,2020-05-24,SELIC,3.0,% a.a.,0.0,BCB
1508,2020-05-25,SELIC,3.0,% a.a.,0.0,BCB
1509,2020-05-26,SELIC,3.0,% a.a.,0.0,BCB
1510,2020-05-27,SELIC,3.0,% a.a.,0.0,BCB
1511,2020-05-28,SELIC,3.0,% a.a.,0.0,BCB
1512,2020-05-29,SELIC,3.0,% a.a.,0.0,BCB
1513,2020-05-30,SELIC,3.0,% a.a.,0.0,BCB
1514,2020-05-31,SELIC,3.0,% a.a.,0.0,BCB
1515,2020-06-01,SELIC,3.0,% a.a.,0.0,BCB
1516,2020-06-02,SELIC,3.0,% a.a.,0.0,BCB
1517,2020-06-03,SELIC,3.0,% a.a.,0.0,BCB
1518,2020-06-04,SELIC,3.0,% a.a.,0.0,BCB
1519,2020-06-05,SELIC,3.0,% a.a.,0.0,BCB
1520,2020-06-06,SELIC,3.0,% a.a.,0.0,BCB
1521,2020-06-07,SELIC,3.0,% a.a.,0.0,BCB
1522,2020-06-08,SELIC,3.0,% a.a.,0.0,BCB
1523,2020-06-09,SELIC,3.0,% a.a.,0.0,BCB
1524,2020-06-10,SELIC,3.0,% a.a.,0.0,BCB
1525,2020-06-11,SELIC,3.0,% a.a.,0.0,BCB
1526,2020-06-12,SELIC,3.0,% a.a.,0.0,BCB
1527,2020-06-13,SELIC,3.0,% a.a.,0.0,BCB
1528,2020-06-14,SELIC,3.0,% a.a.,0.0,BCB
1529,2020-06-15,SELIC,3.0,% a.a.,0.0,BCB
1530,2020-06-16,SELIC,3.0,% a.a.,0.0,BCB
1531,2020-06-17,SELIC,3.0,% a.a.,0.0,BCB
1532,2020-06-18,SELIC,2.25,% a.a.,-25.0,BCB
1533,2020-06-19,SELIC,2.25,% a.a.,0.0,BCB
1534,2020-06-20,SELIC,2.25,% a.a.,0.0,BCB
1535,2020-06-21,SELIC,2.25,% a.a.,0.0,BCB
1536,2020-06-22,SELIC,2.25,% a.a.,0.0,BCB
1537,2020-06-23,SELIC,2.25,% a.a.,0.0,BCB
1538,2020-06-24,SELIC,2.25,% a.a.,0.0,BCB
1539,2020-06-25,SELIC,2.25,% a.a.,0.0,BCB
1540,2020-06-26,SELIC,2.25,% a.a.,0.0,BCB
1541,2020-06-27,SELIC,2.25,% a.a.,0.0,BCB
1542,2020-06-28,SELIC,2.25,% a.a.,0.0,BCB
1543,2020-06-29,SELIC,2.25,% a.a.,0.0,BCB
1544,2020-06-30,SELIC,2.25,% a.a.,0.0,BCB
1545,2020-07-01,SELIC,2.25,% a.a.,0.0,BCB
1546,2020-07-02,SELIC,2.25,% a.a.,0.0,BCB
1547,2020-07-03,SELIC,2.25,% a.a.,0.0,BCB
1548,2020-07-04,SELIC,2.25,% a.a.,0.0,BCB
1549,2020-07-05,SELIC,2.25,% a.a.,0.0,BCB
1550,2020-07-06,SELIC,2.25,% a.a.,0.0,BCB
1551,2020-07-07,SELIC,2.25,% a.a.,0.0,BCB
1552,2020-07-08,SELIC,2.25,% a.a.,0.0,BCB
1553,2020-07-09,SELIC,2.25,% a.a.,0.0,BCB
1554,2020-07-10,SELIC,2.25,% a.a.,0.0,BCB
1555,2020-07-11,SELIC,2.25,% a.a.,0.0,BCB
1556,2020-07-12,SELIC,2.25,% a.a.,0.0,BCB
1557,2020-07-13,SELIC,2.25,% a.a.,0.0,BCB
1558,2020-07-14,SELIC,2.25,% a.a.,0.0,BCB
1559,2020-07-15,SELIC,2.25,% a.a.,0.0,BCB
1560,2020-07-16,SELIC,2.25,% a.a.,0.0,BCB
1561,2020-07-17,SELIC,2.25,% a.a.,0.0,BCB
1562,2020-07-18,SELIC,2.25,% a.a.,0.0,BCB
1563,2020-07-19,SELIC,2.25,% a.a.,0.0,BCB
1564,2020-07-20,SELIC,2.25,% a.a.,0.0,BCB
1565,2020-07-21,SELIC,2.25,% a.a.,0.0,BCB
1566,2020-07-22,SELIC,2.25,% a.a.,0.0,BCB
1567,2020-07-23,SELIC,2.25,% a.a.,0.0,BCB
1568,2020-07-24,SELIC,2.25,% a.a.,0.0,BCB
1569,2020-07-25,SELIC,2.25,% a.a.,0.0,BCB
1570,2020-07-26,SELIC,2.25,% a.a.,0.0,BCB
1571,2020-07-27,SELIC,2.25,% a.a.,0.0,BCB
1572,2020-07-28,SELIC,2.25,% a.a.,0.0,BCB
1573,2020-07-29,SELIC,2.25,% a.a.,0.0,BCB
1574,2020-07-30,SELIC,2.25,% a.a.,0.0,BCB
